"VIN","County","City","Year","Make","Model","Range"
"5YJ3E1EB0J","King","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EA9J","King","Sammamish",2018,"WallE","Alpha",215
"5YJXCAE25H","Clark","Ridgefield",2017,"WallE","Delta",200
"5YJ3E1EB5K","Franklin","Pasco",2019,"WallE","Alpha",220
"5YJXCAE2XH","King","Sammamish",2017,"WallE","Delta",200
"5YJSA1E20J","King","Seattle",2018,"WallE","Beta",249
"5YJ3E1EA4L","King","Kent",2020,"WallE","Alpha",266
"5YJSA1E28J","King","Sammamish",2018,"WallE","Beta",249
"5YJYGDEE0L","Snohomish","Bothell",2020,"WallE","Omega",291
"5YJ3E1EA4L","King","Renton",2020,"WallE","Alpha",266
"5YJ3E1EB1L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EA9J","King","Sammamish",2018,"WallE","Alpha",215
"5YJYGDEE7L","Clark","Vancouver",2020,"WallE","Omega",291
"5YJ3E1EB7K","King","Shoreline",2019,"WallE","Alpha",220
"5YJSA1E27L","Jefferson","Port Ludlow",2020,"WallE","Beta",330
"5YJSA1E21H","King","Bothell",2017,"WallE","Beta",210
"5YJYGDEE5L","King","Kenmore",2020,"WallE","Omega",291
"5YJSA1H26F","King","Kirkland",2015,"WallE","Beta",208
"5YJRE1A11B","King","Sammamish",2011,"WallE","Tau",245
"5YJ3E1EA2H","Clark","Vancouver",2017,"WallE","Alpha",220
"5YJ3E1EB4J","Yakima","Yakima",2018,"WallE","Alpha",215
"5YJ3E1EB0J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EBXJ","King","Covington",2018,"WallE","Alpha",215
"5YJSA1AC6D","Thurston","Tumwater",2013,"WallE","Beta",208
"5YJXCAE21G","King","Seattle",2016,"WallE","Delta",200
"5YJ3E1EB5K","King","Redmond",2019,"WallE","Alpha",220
"5YJSA1E24L","King","Maple Valley",2020,"WallE","Beta",330
"5YJ3E1EA9K","King","Bellevue",2019,"WallE","Alpha",220
"5YJ3E1EB5L","King","Seattle",2020,"WallE","Alpha",322
"5YJXCBE22H","Kitsap","Bremerton",2017,"WallE","Delta",200
"5YJXCDE21H","Snohomish","Lynnwood",2017,"WallE","Delta",200
"5YJ3E1EB5J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB5J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EB6J","Island","Oak Harbor",2018,"WallE","Alpha",215
"5YJXCDE27H","King","Sammamish",2017,"WallE","Delta",200
"5YJ3E1EA6J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJXCAE26G","King","Shoreline",2016,"WallE","Delta",200
"5YJ3E1EB9K","King","Lake Forest Park",2019,"WallE","Alpha",220
"5YJ3E1EA2K","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EB0K","King","Issaquah",2019,"WallE","Alpha",220
"5YJ3E1EB5J","King","Maple Valley",2018,"WallE","Alpha",215
"5YJSA1E26G","King","Seattle",2016,"WallE","Beta",210
"5YJ3E1EB5J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EC7L","King","Renton",2020,"WallE","Alpha",308
"5YJSA1H22F","King","Seattle",2015,"WallE","Beta",208
"5YJSA1E18G","King","Seattle",2016,"WallE","Beta",210
"5YJ3E1EBXL","Thurston","Olympia",2020,"WallE","Alpha",322
"5YJ3E1EB3K","Thurston","Tumwater",2019,"WallE","Alpha",220
"5YJ3E1EB8J","King","Kirkland",2018,"WallE","Alpha",215
"5YJ3E1EA4J","King","Seattle",2018,"WallE","Alpha",215
"5YJXCBE27K","Clark","Vancouver",2019,"WallE","Delta",289
"5YJ3E1EAXJ","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJ3E1EA2K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJXCBE21H","King","Sammamish",2017,"WallE","Delta",200
"5YJ3E1EA9K","Snohomish","Bothell",2019,"WallE","Alpha",220
"5YJ3E1EA8J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EA6J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB0K","Snohomish","Bothell",2019,"WallE","Alpha",220
"5YJ3E1EA9L","Cowlitz","Longview",2020,"WallE","Alpha",266
"5YJXCBE23G","King","Shoreline",2016,"WallE","Delta",200
"5YJ3E1EA6K","Thurston","Olympia",2019,"WallE","Alpha",220
"5YJSA1E26G","King","Des Moines",2016,"WallE","Beta",210
"5YJ3E1EB4J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJYGDEE3L","King","Seattle",2020,"WallE","Omega",291
"5YJSA1CN6D","King","Seattle",2013,"WallE","Beta",208
"5YJSA1DP8D","King","Seattle",2013,"WallE","Beta",208
"5YJSA1H19E","King","Kirkland",2014,"WallE","Beta",208
"5YJXCBE43J","King","Sammamish",2018,"WallE","Delta",238
"5YJ3E1EA8J","King","Federal Way",2018,"WallE","Alpha",215
"5YJSA1E23H","Clark","Camas",2017,"WallE","Beta",210
"5YJ3E1EBXL","King","Bellevue",2020,"WallE","Alpha",322
"5YJ3E1EB0L","King","Seattle",2020,"WallE","Alpha",322
"5YJXCBE26G","Clark","Vancouver",2016,"WallE","Delta",200
"5YJSA1DP1D","King","Seattle",2013,"WallE","Beta",208
"5YJ3E1EB3K","Kitsap","Port Orchard",2019,"WallE","Alpha",220
"5YJSA1H14E","King","Federal Way",2014,"WallE","Beta",208
"5YJ3E1EA4K","King","Renton",2019,"WallE","Alpha",220
"5YJYGDEE7L","Snohomish","Bothell",2020,"WallE","Omega",291
"5YJ3E1EBXL","King","Bellevue",2020,"WallE","Alpha",322
"5YJ3E1EC7L","Cowlitz","Longview",2020,"WallE","Alpha",308
"5YJ3E1EA9L","King","Seattle",2020,"WallE","Alpha",266
"5YJYGDEE0L","Clark","Ridgefield",2020,"WallE","Omega",291
"5YJ3E1EB2K","King","Auburn",2019,"WallE","Alpha",220
"5YJYGDEEXL","King","Sammamish",2020,"WallE","Omega",291
"5YJ3E1EC5L","Clark","Ridgefield",2020,"WallE","Alpha",308
"5YJYGDEF2L","King","Kirkland",2020,"WallE","Omega",291
"5YJ3E1EAXK","King","Seattle",2019,"WallE","Alpha",220
"5YJXCDE28K","King","Seattle",2019,"WallE","Delta",289
"5YJ3E1EB6L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EB3K","Spokane","Spokane",2019,"WallE","Alpha",220
"5YJSA1E23L","King","Bellevue",2020,"WallE","Beta",330
"5YJ3E1EB4K","King","Mercer Island",2019,"WallE","Alpha",220
"5YJXCAE22L","King","Shoreline",2020,"WallE","Delta",293
"5YJ3E1EA2J","King","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EB2J","King","Kent",2018,"WallE","Alpha",215
"5YJSA1E22G","King","North Bend",2016,"WallE","Beta",210
"5YJSA1E24G","Clark","Camas",2016,"WallE","Beta",210
"5YJXCDE23J","King","Renton",2018,"WallE","Delta",238
"5YJSA1E26H","King","Bellevue",2017,"WallE","Beta",210
"5YJ3E1EA5K","Thurston","Olympia",2019,"WallE","Alpha",220
"5YJXCDE22H","King","Seattle",2017,"WallE","Delta",200
"5YJSA1E15H","King","Seattle",2017,"WallE","Beta",210
"5YJ3E1EB3J","King","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EB3J","Yakima","Grandview",2018,"WallE","Alpha",215
"5YJ3E1EA8J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB6J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EA3L","King","Kenmore",2020,"WallE","Alpha",266
"5YJYGDEE1L","Clark","Vancouver",2020,"WallE","Omega",291
"5YJSA1CN6D","King","Sammamish",2013,"WallE","Beta",208
"5YJ3E1EA8L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EB4L","King","Bothell",2020,"WallE","Alpha",322
"5YJYGDEE3L","Snohomish","Monroe",2020,"WallE","Omega",291
"5YJ3E1EB6K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJ3E1EB6L","King","Bellevue",2020,"WallE","Alpha",322
"5YJ3E1EA4J","King","Sammamish",2018,"WallE","Alpha",215
"5YJSA1E21G","King","Seattle",2016,"WallE","Beta",210
"5YJ3E1EB0J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB6L","King","Renton",2020,"WallE","Alpha",322
"5YJSA1H25F","Clallam","Port Angeles",2015,"WallE","Beta",208
"5YJ3E1EB5J","Island","Oak Harbor",2018,"WallE","Alpha",215
"5YJSA1E29J","King","Burien",2018,"WallE","Beta",249
"5YJ3E1EB6J","King","Burien",2018,"WallE","Alpha",215
"5YJ3E1EB1J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EA5K","King","Seattle",2019,"WallE","Alpha",220
"5YJXCBE29G","King","Issaquah",2016,"WallE","Delta",200
"5YJSA1E20K","King","Shoreline",2019,"WallE","Beta",270
"5YJSA1H26F","King","Des Moines",2015,"WallE","Beta",208
"5YJ3E1EB1J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJXCAE29J","King","Maple Valley",2018,"WallE","Delta",238
"5YJ3E1EA0H","King","Seattle",2017,"WallE","Alpha",220
"5YJ3E1EA6K","Clark","Washougal",2019,"WallE","Alpha",220
"5YJ3E1EA7L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EB6J","King","Normandy Park",2018,"WallE","Alpha",215
"5YJXCBE29L","King","Des Moines",2020,"WallE","Delta",293
"5YJSA1E48J","Clark","Camas",2018,"WallE","Beta",249
"5YJYGDEE0L","King","Seattle",2020,"WallE","Omega",291
"5YJXCDE25L","Whatcom","Blaine",2020,"WallE","Delta",289
"5YJYGDEE7L","King","Burien",2020,"WallE","Omega",291
"5YJ3E1EA1J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EA6J","Snohomish","Lynnwood",2018,"WallE","Alpha",215
"5YJ3E1EA4J","King","Auburn",2018,"WallE","Alpha",215
"5YJ3E1EA6J","King","Des Moines",2018,"WallE","Alpha",215
"5YJ3E1EB4K","King","Maple Valley",2019,"WallE","Alpha",220
"5YJ3E1EA6L","Snohomish","Bothell",2020,"WallE","Alpha",266
"5YJSA1E29H","King","Sammamish",2017,"WallE","Beta",210
"5YJSA1E22H","King","Bellevue",2017,"WallE","Beta",210
"5YJ3E1EC8L","King","Sammamish",2020,"WallE","Alpha",308
"5YJYGDEE4L","King","Sammamish",2020,"WallE","Omega",291
"5YJ3E1EB2L","King","Normandy Park",2020,"WallE","Alpha",322
"5YJ3E1EB4K","King","Sammamish",2019,"WallE","Alpha",220
"5YJ3E1EB0J","King","Mercer Island",2018,"WallE","Alpha",215
"5YJ3E1EA9J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EA7K","Snohomish","Bothell",2019,"WallE","Alpha",220
"5YJ3E1EB9K","Clark","Brush Prairie",2019,"WallE","Alpha",220
"5YJSA1E24F","King","Auburn",2015,"WallE","Beta",208
"5YJ3E1EB3J","King","Redmond",2018,"WallE","Alpha",215
"5YJYGDEE0L","King","Sammamish",2020,"WallE","Omega",291
"5YJYGDEEXL","Cowlitz","Longview",2020,"WallE","Omega",291
"5YJSA1E20J","King","Sammamish",2018,"WallE","Beta",249
"5YJSA1E2XF","King","Maple Valley",2015,"WallE","Beta",208
"5YJSA1E22H","Kitsap","Poulsbo",2017,"WallE","Beta",210
"5YJYGDEE6L","Snohomish","Bothell",2020,"WallE","Omega",291
"5YJ3E1EB8J","King","Bellevue",2018,"WallE","Alpha",215
"5YJSA1E23K","King","Redmond",2019,"WallE","Beta",270
"5YJSA1E22G","Cowlitz","Woodland",2016,"WallE","Beta",210
"5YJ3E1EBXK","Kitsap","Poulsbo",2019,"WallE","Alpha",220
"5YJYGDEF1L","King","Bellevue",2020,"WallE","Omega",291
"5YJ3E1EA3K","King","Redmond",2019,"WallE","Alpha",220
"5YJSA1E19H","King","Bothell",2017,"WallE","Beta",210
"5YJSA1E21H","King","Redmond",2017,"WallE","Beta",210
"5YJ3E1EA1J","King","Issaquah",2018,"WallE","Alpha",215
"5YJ3E1EC9L","King","Black Diamond",2020,"WallE","Alpha",308
"5YJ3E1EB3K","Thurston","Olympia",2019,"WallE","Alpha",220
"5YJXCBE21H","King","Maple Valley",2017,"WallE","Delta",200
"5YJ3E1EAXJ","King","Federal Way",2018,"WallE","Alpha",215
"5YJ3E1EB0K","King","Federal Way",2019,"WallE","Alpha",220
"5YJ3E1EB5K","King","Maple Valley",2019,"WallE","Alpha",220
"5YJSA1E27J","King","Sammamish",2018,"WallE","Beta",249
"5YJ3E1EA0J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJ3E1EB0J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EAXK","King","Shoreline",2019,"WallE","Alpha",220
"5YJYGDEE0L","King","Bellevue",2020,"WallE","Omega",291
"5YJ3E1EB6K","King","Burien",2019,"WallE","Alpha",220
"5YJYGDEF9L","King","Lake Forest Park",2020,"WallE","Omega",291
"5YJXCBE24J","King","Sammamish",2018,"WallE","Delta",238
"5YJ3E1EB8J","King","Sammamish",2018,"WallE","Alpha",215
"5YJSA1E26G","Clark","Vancouver",2016,"WallE","Beta",210
"5YJSA1E24J","Whatcom","Bellingham",2018,"WallE","Beta",249
"5YJXCDE22H","Clark","Washougal",2017,"WallE","Delta",200
"5YJYGDEE0L","King","Covington",2020,"WallE","Omega",291
"5YJSA1E47H","Clark","Ridgefield",2017,"WallE","Beta",210
"5YJXCBE28J","King","Renton",2018,"WallE","Delta",238
"5YJ3E1EA4J","Snohomish","Lake Stevens",2018,"WallE","Alpha",215
"5YJSA1E22J","King","Des Moines",2018,"WallE","Beta",249
"5YJ3E1EA9J","King","Des Moines",2018,"WallE","Alpha",215
"5YJ3E1EA2J","King","Bellevue",2018,"WallE","Alpha",215
"5YJYGDEE1L","King","Seattle",2020,"WallE","Omega",291
"5YJSA1E29L","Snohomish","Bothell",2020,"WallE","Beta",330
"5YJ3E1EAXJ","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJ3E1EA8J","King","Seatac",2018,"WallE","Alpha",215
"5YJ3E1EA8J","Snohomish","Lake Stevens",2018,"WallE","Alpha",215
"5YJ3E1EA9J","King","Normandy Park",2018,"WallE","Alpha",215
"5YJ3E1EA1J","King","Renton",2018,"WallE","Alpha",215
"5YJ3E1EA6J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EB2J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1H11E","King","Lake Forest Park",2014,"WallE","Beta",208
"5YJSA1E28J","King","Redmond",2018,"WallE","Beta",249
"5YJSA1AC9D","King","Kenmore",2013,"WallE","Beta",208
"5YJSA1E22L","King","Sammamish",2020,"WallE","Beta",330
"5YJ3E1EB9L","King","Issaquah",2020,"WallE","Alpha",322
"5YJXCDE21L","Island","Oak Harbor",2020,"WallE","Delta",289
"5YJ3E1EA5J","King","Lake Forest Park",2018,"WallE","Alpha",215
"5YJ3E1EB5K","King","Auburn",2019,"WallE","Alpha",220
"5YJ3E1EC5L","King","Sammamish",2020,"WallE","Alpha",308
"5YJYGDEE4L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EAXJ","King","Seattle",2018,"WallE","Alpha",215
"5YJYGDEE3L","King","Sammamish",2020,"WallE","Omega",291
"5YJ3E1EA8K","King","Seattle",2019,"WallE","Alpha",220
"5YJSA1E27G","Yakima","Yakima",2016,"WallE","Beta",210
"5YJ3E1EB9L","Clark","Vancouver",2020,"WallE","Alpha",322
"5YJXCDE47L","Snohomish","Bothell",2020,"WallE","Delta",289
"5YJSA1E23F","King","Seattle",2015,"WallE","Beta",208
"5YJ3E1EA9L","Clark","Vancouver",2020,"WallE","Alpha",266
"5YJXCDE2XK","King","Bellevue",2019,"WallE","Delta",289
"5YJ3E1EAXL","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EB4J","King","Federal Way",2018,"WallE","Alpha",215
"5YJ3E1EA3J","King","Des Moines",2018,"WallE","Alpha",215
"5YJXCBE24H","King","Shoreline",2017,"WallE","Delta",200
"5YJ3E1EB2J","King","Federal Way",2018,"WallE","Alpha",215
"5YJSA1E23J","King","Maple Valley",2018,"WallE","Beta",249
"5YJXCBE42L","Clark","Battle Ground",2020,"WallE","Delta",293
"5YJSA1CN2C","Cowlitz","Woodland",2012,"WallE","Beta",265
"5YJ3E1EA6K","Snohomish","Bothell",2019,"WallE","Alpha",220
"5YJ3E1EB0L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EB4K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJ3E1EA1J","King","Federal Way",2018,"WallE","Alpha",215
"5YJSA1E15H","Clark","Vancouver",2017,"WallE","Beta",210
"5YJ3E1EB7L","King","Kenmore",2020,"WallE","Alpha",322
"5YJ3E1EB9L","King","Redmond",2020,"WallE","Alpha",322
"5YJ3E1EB4L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EB6K","King","Sammamish",2019,"WallE","Alpha",220
"5YJ3E1EB9J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EB8K","Thurston","Olympia",2019,"WallE","Alpha",220
"5YJXCDE26K","Cowlitz","Longview",2019,"WallE","Delta",289
"5YJ3E1EB2L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EA9J","King","Redmond",2018,"WallE","Alpha",215
"5YJ3E1EB0K","King","Seattle",2019,"WallE","Alpha",220
"5YJXCDE2XJ","Clark","Washougal",2018,"WallE","Delta",238
"5YJSA1E45G","Mason","Tahuya",2016,"WallE","Beta",210
"5YJ3E1EA8J","King","Sammamish",2018,"WallE","Alpha",215
"5YJSA1CP3D","King","Seattle",2013,"WallE","Beta",208
"5YJ3E1EB8K","King","Federal Way",2019,"WallE","Alpha",220
"5YJ3E1EB3L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EA4L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EB5K","King","Sammamish",2019,"WallE","Alpha",220
"5YJYGDEE1L","King","Sammamish",2020,"WallE","Omega",291
"5YJ3E1EB7K","Snohomish","Bothell",2019,"WallE","Alpha",220
"5YJSA1E21H","King","Seattle",2017,"WallE","Beta",210
"5YJ3E1EB6L","Thurston","Tenino",2020,"WallE","Alpha",322
"5YJSA1E16F","Kitsap","Port Orchard",2015,"WallE","Beta",208
"5YJ3E1EB3J","Clark","Ridgefield",2018,"WallE","Alpha",215
"5YJYGDEE6L","Yakima","Moxee",2020,"WallE","Omega",291
"5YJ3E1EB4L","King","Sammamish",2020,"WallE","Alpha",322
"5YJ3E1EB9K","King","Seattle",2019,"WallE","Alpha",220
"5YJXCBE20J","King","Seattle",2018,"WallE","Delta",238
"5YJXCBE28G","King","Renton",2016,"WallE","Delta",200
"5YJ3E1EA2L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EA1L","King","Sammamish",2020,"WallE","Alpha",266
"5YJSA1E29G","King","Renton",2016,"WallE","Beta",210
"5YJ3E1EB3J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EA5K","King","Redmond",2019,"WallE","Alpha",220
"5YJSA1E22G","Kitsap","Port Orchard",2016,"WallE","Beta",210
"5YJ3E1EB1K","King","Issaquah",2019,"WallE","Alpha",220
"5YJYGDEE7L","King","Covington",2020,"WallE","Omega",291
"5YJXCDE21J","Kitsap","Bremerton",2018,"WallE","Delta",238
"5YJ3E1EB8J","Thurston","Olympia",2018,"WallE","Alpha",215
"5YJ3E1EA0K","King","Sammamish",2019,"WallE","Alpha",220
"5YJ3E1EA9J","King","Kirkland",2018,"WallE","Alpha",215
"5YJXCBE24H","King","Bellevue",2017,"WallE","Delta",200
"5YJ3E1EB2J","King","Maple Valley",2018,"WallE","Alpha",215
"5YJSA1E26J","King","Issaquah",2018,"WallE","Beta",249
"5YJ3E1EA2J","King","Seattle",2018,"WallE","Alpha",215
"5YJXCAE26J","King","Bellevue",2018,"WallE","Delta",238
"5YJSA1E29J","Clark","Washougal",2018,"WallE","Beta",249
"5YJ3E1EB6K","Snohomish","Woodinville",2019,"WallE","Alpha",220
"5YJ3E1EB1L","King","Sammamish",2020,"WallE","Alpha",322
"5YJXCDE23H","Kitsap","Bremerton",2017,"WallE","Delta",200
"5YJYGDEF6L","King","Bellevue",2020,"WallE","Omega",291
"5YJYGDEE6L","Thurston","Olympia",2020,"WallE","Omega",291
"5YJXCBE23J","King","Bellevue",2018,"WallE","Delta",238
"5YJ3E1EB6J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1E23H","King","Lake Forest Park",2017,"WallE","Beta",210
"5YJ3E1EB3K","Kitsap","Suquamish",2019,"WallE","Alpha",220
"5YJ3E1EA6J","Clark","Battle Ground",2018,"WallE","Alpha",215
"5YJ3E1EB8J","Kitsap","Poulsbo",2018,"WallE","Alpha",215
"5YJ3E1EA2L","King","Maple Valley",2020,"WallE","Alpha",266
"5YJ3E1EA6K","King","Kirkland",2019,"WallE","Alpha",220
"5YJXCDE20L","Thurston","Olympia",2020,"WallE","Delta",289
"5YJSA1H1XF","Jefferson","Port Ludlow",2015,"WallE","Beta",208
"5YJ3E1EB2J","King","Redmond",2018,"WallE","Alpha",215
"5YJ3E1EBXK","King","Mercer Island",2019,"WallE","Alpha",220
"5YJ3E1EBXL","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EA8L","King","Sammamish",2020,"WallE","Alpha",266
"5YJYGDEE7L","King","Kirkland",2020,"WallE","Omega",291
"5YJSA1CN6D","Clark","Vancouver",2013,"WallE","Beta",208
"5YJXCBE20G","King","Sammamish",2016,"WallE","Delta",200
"5YJ3E1EA0J","King","Sammamish",2018,"WallE","Alpha",215
"5YJSA1H21F","King","Federal Way",2015,"WallE","Beta",208
"5YJXCAE22L","King","Bothell",2020,"WallE","Delta",293
"5YJ3E1EB3J","King","Seatac",2018,"WallE","Alpha",215
"5YJSA1S26F","Snohomish","Bothell",2015,"WallE","Beta",208
"5YJ3E1EA6L","King","Kent",2020,"WallE","Alpha",266
"5YJ3E1EB4J","King","Federal Way",2018,"WallE","Alpha",215
"5YJ3E1EB1K","King","Renton",2019,"WallE","Alpha",220
"5YJ3E1EB5K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EB6L","Pierce","Tacoma",2020,"WallE","Alpha",322
"5YJ3E1EA9L","King","Renton",2020,"WallE","Alpha",266
"5YJ3E1EAXL","Snohomish","Bothell",2020,"WallE","Alpha",266
"5YJ3E1EA5J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EC3L","King","Sammamish",2020,"WallE","Alpha",308
"5YJ3E1EB9K","King","Sammamish",2019,"WallE","Alpha",220
"5YJ3E1EB9J","King","Issaquah",2018,"WallE","Alpha",215
"5YJ3E1EB4J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EA0L","King","Shoreline",2020,"WallE","Alpha",266
"5YJXCBE24J","King","Issaquah",2018,"WallE","Delta",238
"5YJ3E1EB9L","King","Kent",2020,"WallE","Alpha",322
"5YJ3E1EA1L","Kitsap","Bremerton",2020,"WallE","Alpha",266
"5YJSA1E23F","Clallam","Port Angeles",2015,"WallE","Beta",208
"5YJYGDEE8L","Clark","Brush Prairie",2020,"WallE","Omega",291
"5YJ3E1EB6K","King","Maple Valley",2019,"WallE","Alpha",220
"5YJXCAE29K","King","Sammamish",2019,"WallE","Delta",289
"5YJ3E1EA6L","King","Auburn",2020,"WallE","Alpha",266
"5YJSA1E45J","King","Seattle",2018,"WallE","Beta",249
"5YJ3E1EB0J","Kitsap","Bremerton",2018,"WallE","Alpha",215
"5YJYGDEF9L","King","Auburn",2020,"WallE","Omega",291
"5YJSA1E2XH","Clark","Camas",2017,"WallE","Beta",210
"5YJ3E1EBXK","Yakima","Yakima",2019,"WallE","Alpha",220
"5YJSA1V22F","King","Kent",2015,"WallE","Beta",208
"5YJSA1E46G","Clark","Battle Ground",2016,"WallE","Beta",210
"5YJSA1H22F","King","Bellevue",2015,"WallE","Beta",208
"5YJ3E1EA9J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJXCAE22J","King","Sammamish",2018,"WallE","Delta",238
"5YJYGDEE1L","King","Issaquah",2020,"WallE","Omega",291
"5YJ3E1EB4L","Thurston","Olympia",2020,"WallE","Alpha",322
"5YJ3E1EA3J","Clark","Battle Ground",2018,"WallE","Alpha",215
"5YJ3E1EA6J","King","Sammamish",2018,"WallE","Alpha",215
"5YJRE11BX8","King","Seattle",2008,"WallE","Tau",220
"5YJSA4H40F","Cowlitz","Longview",2015,"WallE","Beta",208
"5YJ3E1EB6L","King","Renton",2020,"WallE","Alpha",322
"5YJYGDEE3L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EBXL","King","Sammamish",2020,"WallE","Alpha",322
"5YJ3E1EB4J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EA9K","King","Redmond",2019,"WallE","Alpha",220
"5YJSA1DP6D","Clark","Camas",2013,"WallE","Beta",208
"5YJSA1H4XF","Kitsap","Bremerton",2015,"WallE","Beta",208
"5YJYGDEE3L","King","Burien",2020,"WallE","Omega",291
"5YJXCDE22L","King","Seatac",2020,"WallE","Delta",289
"5YJ3E1EB4J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJXCDE22K","Kitsap","Poulsbo",2019,"WallE","Delta",289
"5YJ3E1EB0L","King","Renton",2020,"WallE","Alpha",322
"5YJYGDEE0L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EB2L","Clark","Vancouver",2020,"WallE","Alpha",322
"5YJ3E1EA7L","King","Redmond",2020,"WallE","Alpha",266
"5YJXCBE28J","King","Sammamish",2018,"WallE","Delta",238
"5YJ3E1EA2K","King","Seatac",2019,"WallE","Alpha",220
"5YJ3E1EB4K","King","Redmond",2019,"WallE","Alpha",220
"5YJSA1E29G","King","Seattle",2016,"WallE","Beta",210
"5YJ3E1EA7K","Snohomish","Bothell",2019,"WallE","Alpha",220
"5YJSA1H2XE","King","Issaquah",2014,"WallE","Beta",208
"5YJXCBE2XH","King","Seattle",2017,"WallE","Delta",200
"5YJ3E1EA4K","Snohomish","Bothell",2019,"WallE","Alpha",220
"5YJSA1E2XH","King","Renton",2017,"WallE","Beta",210
"5YJ3E1EB7L","Clark","Vancouver",2020,"WallE","Alpha",322
"5YJYGDEE3L","Clark","Ridgefield",2020,"WallE","Omega",291
"5YJ3E1EBXJ","King","Bellevue",2018,"WallE","Alpha",215
"5YJXCBE29H","King","Bellevue",2017,"WallE","Delta",200
"5YJ3E1EB2L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EB2K","Clark","Brush Prairie",2019,"WallE","Alpha",220
"5YJ3E1EB1J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EA2L","Thurston","Tumwater",2020,"WallE","Alpha",266
"5YJ3E1EA1L","King","Bellevue",2020,"WallE","Alpha",266
"5YJSA1E20G","King","Yarrow Point",2016,"WallE","Beta",210
"5YJ3E1EB6K","King","Seattle",2019,"WallE","Alpha",220
"5YJSA1E25F","Island","Coupeville",2015,"WallE","Beta",208
"5YJYGDEE2L","King","Sammamish",2020,"WallE","Omega",291
"5YJ3E1EA9J","Clark","Washougal",2018,"WallE","Alpha",215
"5YJ3E1EB1K","Clark","Washougal",2019,"WallE","Alpha",220
"5YJ3E1EB9K","King","Seattle",2019,"WallE","Alpha",220
"5YJSA1H22F","King","Covington",2015,"WallE","Beta",208
"5YJXCDE29J","King","Redmond",2018,"WallE","Delta",238
"5YJ3E1EA3L","Snohomish","Bothell",2020,"WallE","Alpha",266
"5YJ3E1EB1K","King","Lake Forest Park",2019,"WallE","Alpha",220
"5YJ3E1EB9J","Kitsap","Port Orchard",2018,"WallE","Alpha",215
"5YJ3E1EA4K","King","Seattle",2019,"WallE","Alpha",220
